Date Last Modified,Institution Code,Collection Code,Catalog Number,Record URL,Scientific Name,Basis of record,Citation,Kingdom,Phylum,Class,Order,Family,Genus,species,Year Identified,Month Identified,Day Identified,Year Collected,Month Collected,Day Collected,Time of Day,Locality,Longitude,Latitude,Sex,Notes,Length (m),Marked Individual,Location ID,Submitter Email Address
1/22/2017,WILDME,RhincodonTypus,3cceaff0-3a28-4ae7-b7d1-6e3e957cc76e,http://www.whaleshark.org/encounters/encounter.jsp?number=3cceaff0-3a28-4ae7-b7d1-6e3e957cc76e,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,8:18,Shib Habil,40.21071,20.13076,,,,R-130,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/20/2017,WILDME,RhincodonTypus,796f03af-c44b-4f1b-a89e-c1552e3d439f,http://www.whaleshark.org/encounters/encounter.jsp?number=796f03af-c44b-4f1b-a89e-c1552e3d439f,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,10:11,Shib Habil,40.20404,20.12977,male,,,R-126,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/22/2017,WILDME,RhincodonTypus,7c7d7cb1-24a6-4598-a715-84ed28eed834,http://www.whaleshark.org/encounters/encounter.jsp?number=7c7d7cb1-24a6-4598-a715-84ed28eed834,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,7:50,Shib Habil,40.21071,20.13076,male,,,R-060,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
10/24/2016,WILDME,RhincodonTypus,0ca0cc7f-e502-4c77-bb75-7e02cba2f106,http://www.whaleshark.org/encounters/encounter.jsp?number=0ca0cc7f-e502-4c77-bb75-7e02cba2f106,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,7:50,Shib Habil,40.21071,20.13076,female,,,R-058,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,be552d11-3e86-4d4a-a2f1-c1a56d4094e7,http://www.whaleshark.org/encounters/encounter.jsp?number=be552d11-3e86-4d4a-a2f1-c1a56d4094e7,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,7:50,Shib Habil,40.21071,20.13076,male,,,R-108,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/21/2017,WILDME,RhincodonTypus,09ab1ec9-172f-491a-b44b-b354b0525bce,http://www.whaleshark.org/encounters/encounter.jsp?number=09ab1ec9-172f-491a-b44b-b354b0525bce,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,9:09,Shib Habil,40.21071,20.13076,female,,,R-081,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/17/2017,WILDME,RhincodonTypus,08f12a44-8cf0-4f10-a842-355e95982977,http://www.whaleshark.org/encounters/encounter.jsp?number=08f12a44-8cf0-4f10-a842-355e95982977,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,9,2016,4,9,9:09,Shib Habil,40.21071,20.13076,male,,,R-074,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,fbca1dc0-b7a9-49fe-b73f-c1a212c0c757,http://www.whaleshark.org/encounters/encounter.jsp?number=fbca1dc0-b7a9-49fe-b73f-c1a212c0c757,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,8,2016,4,8,8:00,Shib Habil,40.2127,20.1281,female,,,R-073,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/21/2017,WILDME,RhincodonTypus,743ec6b5-20db-4b09-af1c-1128491c9a3b,http://www.whaleshark.org/encounters/encounter.jsp?number=743ec6b5-20db-4b09-af1c-1128491c9a3b,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,8,2016,4,8,8:45,Shib Habil,,,female,,,R-081,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,ba790d44-8f86-4e51-a872-cb14d6f9883b,http://www.whaleshark.org/encounters/encounter.jsp?number=ba790d44-8f86-4e51-a872-cb14d6f9883b,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,8,2016,4,8,8:45,Shib Habil,,,male,,,R-108,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/14/2017,WILDME,RhincodonTypus,b9eee8dc-c462-436e-a000-b5e7ed143c14,http://www.whaleshark.org/encounters/encounter.jsp?number=b9eee8dc-c462-436e-a000-b5e7ed143c14,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,4,2,2016,4,2,8:45,Shib Habil,,,female,,,R-073,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,56891ea0-8b05-4c16-8e1a-225bc9591a7c,http://www.whaleshark.org/encounters/encounter.jsp?number=56891ea0-8b05-4c16-8e1a-225bc9591a7c,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,31,2016,3,31,7:40,Shib Habil,40.21187,20.11777,female,,,R-073,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/20/2017,WILDME,RhincodonTypus,bbb78e6d-9be5-4d0e-a387-93f3d6cc8bac,http://www.whaleshark.org/encounters/encounter.jsp?number=bbb78e6d-9be5-4d0e-a387-93f3d6cc8bac,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,31,2016,3,31,13:48,Shib Habil,,,male,,,R-124,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/20/2017,WILDME,RhincodonTypus,22e8a460-b307-4096-b55a-ea270a2d8dde,http://www.whaleshark.org/encounters/encounter.jsp?number=22e8a460-b307-4096-b55a-ea270a2d8dde,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,31,2016,3,31,8:06,Shib Habil,40.21481,20.11256,male,,,R-124,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,5e979c46-3641-41a5-b823-f6bc92e903e5,http://www.whaleshark.org/encounters/encounter.jsp?number=5e979c46-3641-41a5-b823-f6bc92e903e5,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,26,2016,3,26,8:38,Shib Habil,40.21228,20.11906,female,,,R-073,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/17/2017,WILDME,RhincodonTypus,f92cbe92-5957-419c-81cf-bb27c2131f42,http://www.whaleshark.org/encounters/encounter.jsp?number=f92cbe92-5957-419c-81cf-bb27c2131f42,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,26,2016,3,26,11:20,Shib Habil,40.2163,20.11411,male,,,R-074,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/20/2017,WILDME,RhincodonTypus,fadafb54-7bb4-492d-b978-2c00dcc12d0f,http://www.whaleshark.org/encounters/encounter.jsp?number=fadafb54-7bb4-492d-b978-2c00dcc12d0f,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,19,2016,3,19,16:00,Shib Habil,40.22353,20.10199,male,,,R-082,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,96d7ef1f-e72f-453c-8216-f3ede005670d,http://www.whaleshark.org/encounters/encounter.jsp?number=96d7ef1f-e72f-453c-8216-f3ede005670d,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,19,2016,3,19,16:00,Shib Habil,40.22353,20.10199,female,,,R-072,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,46a4377c-5ec8-4f5d-acc4-4903d222b230,http://www.whaleshark.org/encounters/encounter.jsp?number=46a4377c-5ec8-4f5d-acc4-4903d222b230,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,19,2016,3,19,16:00,Shib Habil,40.22353,20.10199,female,,,R-071,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
1/18/2017,WILDME,RhincodonTypus,3416e2a7-30fb-4c4b-917a-251252989644,http://www.whaleshark.org/encounters/encounter.jsp?number=3416e2a7-30fb-4c4b-917a-251252989644,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,18,2016,3,18,15:30,Shib Habil,40.22441,20.10218,male,,,DJ-109,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,11902231-b82f-4b06-81e9-0ead287a8481,http://www.whaleshark.org/encounters/encounter.jsp?number=11902231-b82f-4b06-81e9-0ead287a8481,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2016,3,18,2016,3,18,15:30,Shib Habil,40.22441,20.10218,female,,,R-071,RedSea-ShibHabil,royale.hardenstine@kaust.edu.sa
6/23/2015,WILDME,RhincodonTypus,d4cb6f00-827e-4f80-af49-a3a14a52a2c6,http://www.whaleshark.org/encounters/encounter.jsp?number=d4cb6f00-827e-4f80-af49-a3a14a52a2c6,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,14,2015,5,14,,Red Sea,,,male,,,R-059,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
8/3/2016,WILDME,RhincodonTypus,17c70e36-fb1c-4ffd-8d57-958ee19463ca,http://www.whaleshark.org/encounters/encounter.jsp?number=17c70e36-fb1c-4ffd-8d57-958ee19463ca,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,10,2015,5,10,,Red Sea,,,female,,,R-069,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/22/2017,WILDME,RhincodonTypus,62c73f57-2ef2-45b3-99fe-dc50fe9ef617,http://www.whaleshark.org/encounters/encounter.jsp?number=62c73f57-2ef2-45b3-99fe-dc50fe9ef617,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,8,2015,5,8,,Red Sea,,,male,,,R-074,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,eb5f0fe7-3a3e-487b-8dac-20ad9f772df2,http://www.whaleshark.org/encounters/encounter.jsp?number=eb5f0fe7-3a3e-487b-8dac-20ad9f772df2,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,8,2015,5,8,,Red Sea,,,female,,,R-072,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,095eca07-a2da-45c2-9493-9ce90be86ba1,http://www.whaleshark.org/encounters/encounter.jsp?number=095eca07-a2da-45c2-9493-9ce90be86ba1,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,8,2015,5,8,,Red Sea,,,male,,,R-144,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,4329b8f7-a837-4f26-9ed3-8ee52dcc7afa,http://www.whaleshark.org/encounters/encounter.jsp?number=4329b8f7-a837-4f26-9ed3-8ee52dcc7afa,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,5,2015,5,5,,Red Sea,,,female,,,R-139,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
10/23/2016,WILDME,RhincodonTypus,7cffeeac-6a17-4981-b36c-c55617052bc8,http://www.whaleshark.org/encounters/encounter.jsp?number=7cffeeac-6a17-4981-b36c-c55617052bc8,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,5,2015,5,5,,Red Sea,,,female,,,R-073,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
6/27/2015,WILDME,RhincodonTypus,dcea9b01-0e5c-4719-aabc-b20dfc357c18,http://www.whaleshark.org/encounters/encounter.jsp?number=dcea9b01-0e5c-4719-aabc-b20dfc357c18,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,2,2015,5,2,,Red Sea,,,male,,,R-060,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
6/27/2015,WILDME,RhincodonTypus,f4a2d606-db80-4066-a79c-7a48bb6310fc,http://www.whaleshark.org/encounters/encounter.jsp?number=f4a2d606-db80-4066-a79c-7a48bb6310fc,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,5,1,2015,5,1,,Red Sea,,,female,,,R-061,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
6/23/2015,WILDME,RhincodonTypus,a5aae3fe-c977-4035-b0ca-f135345b2e4a,http://www.whaleshark.org/encounters/encounter.jsp?number=a5aae3fe-c977-4035-b0ca-f135345b2e4a,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,30,2015,4,30,,Red Sea,,,male,,,R-059,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,c5c19d94-1992-499b-b478-f73383a00fd8,http://www.whaleshark.org/encounters/encounter.jsp?number=c5c19d94-1992-499b-b478-f73383a00fd8,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,30,2015,4,30,,Red Sea,,,male,,,R-151,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,d737a23f-4595-4e9b-ae29-934f5be28b98,http://www.whaleshark.org/encounters/encounter.jsp?number=d737a23f-4595-4e9b-ae29-934f5be28b98,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,29,2015,4,29,,Red Sea,,,female,,,R-139,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/19/2017,WILDME,RhincodonTypus,e8058482-45d3-41cd-8c87-3793c06b53ab,http://www.whaleshark.org/encounters/encounter.jsp?number=e8058482-45d3-41cd-8c87-3793c06b53ab,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,29,2015,4,29,,Red Sea,,,female,,,R-072,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,e68605f3-195e-427f-a00e-5737d4907843,http://www.whaleshark.org/encounters/encounter.jsp?number=e68605f3-195e-427f-a00e-5737d4907843,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,28,2015,4,28,,Red Sea,,,male,,,R-142,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,a53df4cc-7788-45c9-b3b3-f629cb25bf75,http://www.whaleshark.org/encounters/encounter.jsp?number=a53df4cc-7788-45c9-b3b3-f629cb25bf75,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,28,2015,4,28,,Red Sea,,,male,,,R-137,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
6/27/2015,WILDME,RhincodonTypus,4569d95f-106b-46ef-8de6-157622338566,http://www.whaleshark.org/encounters/encounter.jsp?number=4569d95f-106b-46ef-8de6-157622338566,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,28,2015,4,28,,Red Sea,,,female,,,R-061,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,9546c1ba-ce90-4257-b4b7-3d39e12ebb49,http://www.whaleshark.org/encounters/encounter.jsp?number=9546c1ba-ce90-4257-b4b7-3d39e12ebb49,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,28,2015,4,28,,Red Sea,121.5527344,-16.18653935,male,,,R-141,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,177669e5-6a2e-482d-ad5d-aff1084a0bf4,http://www.whaleshark.org/encounters/encounter.jsp?number=177669e5-6a2e-482d-ad5d-aff1084a0bf4,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,28,2015,4,28,,Red Sea,,,female,,,R-138,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
8/12/2015,WILDME,RhincodonTypus,42a00201-b58e-45a1-b9a7-f6ca06581be0,http://www.whaleshark.org/encounters/encounter.jsp?number=42a00201-b58e-45a1-b9a7-f6ca06581be0,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,27,2015,4,27,,Red Sea,,,female,,,R-061,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
1/23/2017,WILDME,RhincodonTypus,32325492-e85b-4e8a-9029-60776c352862,http://www.whaleshark.org/encounters/encounter.jsp?number=32325492-e85b-4e8a-9029-60776c352862,,P,"Holmberg J, Arzoumanian Z, and Pierce S. Wildbook for Whale Sharks. version 2014. www.whaleshark.org",Animalia,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,,,2015,4,25,2015,4,25,,Red Sea,,,,,,R-143,RedSea-ShibHabil,michael.berumen@kaust.edu.sa
